season,episode,scene,character,dialogue
2,12,14,Katie," Um, actually, I'm going to stay with Kyle tonight."
2,12,14,Robin," Uh, no, you're not."
2,12,14,Katie," Oh, come on. It's kind of a special night. If you know what I mean."
2,12,14,Robin, What? Oh. Oh...
2,12,15,Robin , I can't believe my baby sister is planning to lose her virginity to a......douche with a faux hawk. This can't happen. You guys have to help me talk her out of it.
2,12,15,Marshall, Speech to talk a girl out of having s*x.
2,12,15,Ted," Yeah, I don't have any of those."
2,12,15,Barney, Discouraging premarital s*x is against my religion.
2,12,15,Robin, Please? I'm her older sister. I'm supposed to teach her how to make good and responsible decisions.
2,12,15,Lily, It's 2
2,12,15,Robin, That's why I need your help.
2,12,16,Ted (voix off)," Robin convinced Katie to stay with her that first night. And the next day, I took everybody to the Empire State Building."
2,12,16,Ted, You guys are lucky you came here with an architect. Empire State Building fun
2,12,16,fact number one," When construction began on March 17, 1930, the framework rose at a rate of four and a half stories per week. Four and a half stories per week. Four and a half stories per week. There it is. There it is. Come on. These are fun facts, guys, let's have fun with them."
2,12,16,Robin," You know, Katie, I have wanted to come to the Empire State Building for so long, but I waited to come here with someone special."
2,12,16,Katie," Oh, here we go."
2,12,16,Lily, Marshall and I have never been to the Empire State Building either. But I'm so glad I waited to do something so important with my fiancee.
2,12,16,Marshall," Speaking of waiting, I signed an abstinence pledge in high school. It's totally cool to wait. And stay away from drugs... other than pot."
2,12,16,Katie, You told them?
2,12,16,Robin," Oh, okay, yes, I told them. But only because I think you should hear it from other grownups, too. Everyone thinks you should wait. Right, guys?"
2,12,16,All, Totally. You should wait.
2,12,16,Barney, s*x is fun.
2,12,16,Robin, See?
2,12,16,Katie, You are such a hypocrite. You were only 16 when you lost yours.
2,12,16,Robin," Well, how do you know that? You left your diary in your old room slash my new room."
2,12,16,Barney," I'll pay you $10,000 for that diary."
2,12,16,Katie," Look, I've been dating Kyle for two months now. It's like forever. I mean, we've already done everything else. I mean, we've even..."
2,12,16,Robin," Oh. La, la, la, la, la.La, la, la, la, la, la, la,la, la, la, la, la."
2,12,16,Marshall, Even Kyle gets to do that.
2,12,16,Katie, You have no right to tell me not to do it.
2,12,16,Robin," But Kyle? Why can't you just wait? Because if you wait, you can get a nice guy like Ted."
2,12,16,Katie," Robin, this is happening. Look, I already put it up on my Myspace page. I need a clove."
2,12,16,Robin," You smoke now, too?"
2,12,16,Lily," Oh, remember cloves?"
2,12,16,Marshall, No!
2,12,16,Robin," No ""Aw, remember cloves?"" This can't happen. She's my baby sister, okay? She should be watching The Little Mermaid and drinking Yoohoo, and not having s*x."
2,12,16,Ted," Come on, you were only 16 when you had s*x. I was 17."
2,12,16,Marshall, We were 18.
2,12,16,Ted, Barney was probably 12.
2,12,16,Barney," Good one, Ted. I was, uh, six... fourt... How old were you again?"
2,12,16,Ted, 17.
2,12,16,Barney," Dude, me, too."
2,12,16,Lily," Barney, you okay?"
2,12,16,Barney," Yeah, of course. What, you don't believe me? - It was at camp, so I'm..."
2,12,16,Marshall, What camp?
2,12,16,Barney, This place in the Catskills. Look it up. I was there teaching for the summer.
2,12,16,Robin, What did you teach?
2,12,16,Barney," Uh, dance."
2,12,16,Ted, Dance?
2,12,16,Barney," Yeah, Ted, dance. Maybe you've heard of it. It was just a simple summer job, but it turned into so much more. Her name was Frances Houseman, but everyone called her Baby."
2,12,17,Barney, Sylvia
2,12,17,Sylvia," Yes, Mickey?"
2,12,17,Barney, How you call your loverboy?
2,12,17,Sylvia," Come here, loverboy"
2,12,17,Barney, And if he doesn't answer
2,12,17,Sylvia," Oh, loverboy"
2,12,17,Barney, And if he still doesn't answer?
2,12,17,Sylvia," I simply say, baby... Oh, baby. My sweet baby"
2,12,18,Lily, That's Dirty Dancing.
2,12,18,Ted, It was on last night.
2,12,18,Marshall," No, it was two nights ago. ""She's Like the Wind"" has been stuck in my brain for about 40 hours. I just got it out. Now it's back in. Damn you, Swayze!"
2,12,18,Lily, Do you remember our first time?
2,12,18,Marshall, Yeah. It was back in college.
2,12,19,Lily," Oh, wait, wait. Look... I really want to do this, but... we should make it special, you know? Do this right."
2,12,19,Marshall, Okay. You're right. Maybe we could go to the beach and get a house for the weekend.
2,12,19,Lily," Yeah, New Year's Eve."
2,12,19,Marshall, Okay.
2,12,19,Lily," Oh, and we'll light candles and maybe put on some classical music."
2,12,19,Marshall, That's not a good idea.
2,12,19,Lily, Why not?
2,12,19,Marshall, Long story. But maybe we could put on some Al Green and take a bubble bath together.
2,12,19,Lily," Oh, yeah, that sounds so good. Oh, I love you, Marshall. I'm so glad we're waiting. (12 minutes later)"
2,12,19,Robin," Oh, that's adorable."
2,12,19,Ted," Yeah, tell her what happened next."
2,12,19,Marshall, That was amazing.
2,12,19,Lily, Yeah. Want to do it again?
2,12,19,Ted (on the bed of the top), Please don't. End of flashback.
2,12,19,Marshall, We said we were sorry.
2,12,19,Ted," Yeah, well, then why'd you do it again?"
2,12,19,Marshall," You know what, I loaned you my Walkman."
2,12,19,Lily," The point is no matter what, it's never gonna be as perfect as you want it to be."
2,12,19,Robin," Well, mine was terrible."
2,12,19,Lily," Wait, I've never heard your story."
2,12,19,Robin," Well, as you know, I was 16. And it was with my boyfriend Brian."
2,12,20,Brian, Ready?
2,12,20,Robin, Yeah.
2,12,20,Brian, This feels so right.
2,12,20,Robin," Oh, I know."
2,12,20,Brian," Oh, Robin."
2,12,20,Robin," Oh, Brian."
2,12,20,Brian," Yeah, I'm gay. End of flashback."
2,12,20,Lily, I'm so sorry.
2,12,20,Robin," Eh, I should've known. There were signs."
2,12,21,Brian," Oh, my God! My mom's home. Quick! Get under my bed."
2,12,21,Robin," What?! Oh, my God!"
2,12,22,Robin," You only get one shot at losing your virginity. And even though I just barely had s*x, it counts."
2,12,22,Lily, What do you mean just barely?
2,12,22,Robin," Well, he didn't dive all the way into the pool, but he... splashed around in the shallow end."
2,12,22,Lily,  Then you didn't lose your virginity to him. Just barely doesn't count.
2,12,22,Robin," Yes, it does."
2,12,22,Lily," No, it doesn't."
2,12,22,Marshall," Yes, it does."
2,12,22,Lily," No, it doesn't. It doesn't count. End of story."
2,12,22,Barney," Ooh, why, Lily Aldrin, you saucy little harlot. Could it be that before Marshall took a swim, someone else tested the water?"
2,12,22,Marshall," No. Nobody else tested the water, right? Scooter?"
2,12,22,Barney, Who's Scooter?
2,12,22,Lily," My high school boyfriend, who I did not have s*x with."
2,12,22,Marshall," I... I can't believe this. We're Marshall and Lily, when people see us, they say, ""Oh, look at them, they've only had s*x with each other."""
2,12,22,Barney," No, Marshall, they say, (with a sad voice) ""Oh, look at them, they've only had s*x with each other."""
2,12,22,Marshall," But now that's not true anymore, now you've had s*x with twice as many people as I have. I knew that you were too good at it."
2,12,22,Katie, Know what? I don't want to see the stupid Empire State Building anymore.
2,12,22,Ted, It's not stupid.
2,12,22,Katie, I'm going to see Kyle.
2,12,22,Robin," Katie, please. You only get to lose your virginity once. You should only be having s*x with someone who's special."
2,12,22,Katie," Oh, please, you've had s*x with, like, a hundred guys."
2,12,22,Robin, It's not a hundred guys. It's not a hundred guys.
2,12,22,Katie, I'm sure you were madly in love with all of them.
2,12,22,Robin, I had different levels of feeling for each of the... very reasonable number of guys.
2,12,22,Katie," Really. Well, do you love Ted? Do you love Ted?"
2,12,22,Robin," I, um..."
2,12,22,Ted," Okay, Empire State Building fun fact number 22"
2,12,22,Robin, Just let me explain.
2,12,22,Ted, You don't have to explain anything. You don't have to say it-- it's fine.
2,12,22,Robin," Okay, but if relationships are like a freeway, then saying... ""hm hm hm"" is like... getting into the carpool lane. And I don't want to take an exit, but... at the same time, I'm not ready to get into the carpool lane. Because what's in the carpool lane? Oh, it's a big diamond, and I'm just not ready to get..."
2,12,22,Ted," Okay, Robin, Robin, stop. It's no big deal, you don't have to say it."
2,12,22,Robin," It's just, it's a big thing to say to someone, and I don't want to say it too soon."
2,12,22,Ted," What, you mean like I did?"
2,12,22,Robin," No. I didn't... Yeah, like you did. I mean, you have to admit it, Ted, it was a little weird."
2,12,22,Ted, Weird... or courageous?
2,12,22,Robin," Pretty sure weird. I mean, who gives it up on the first date?"
2,12,22,Ted," Well, come on, it shows I'm brave and bold, like a knight."
2,12,22,Robin," No, it shows that you're an I-love-you slut."
2,12,22,Ted," Well, then you're an I-love-you prude. You know what? I take mine back."
2,12,22,Robin, You... What?
2,12,22,Ted," I take my ""I love you"" back."
2,12,22,Robin, You can't take it back.
2,12,22,Ted," Nah. Just did. Got it right here. But, you know, I'm such a slut. I'm just gonna give it away. Hey, you, sir. I love you."
2,12,22,Man," Thank you, man. I was going up there to jump. (the man hugs Ted)"
2,12,22,Lily," Marshall, why is this such a big deal?"
2,12,22,Marshall," Why is this such a big deal? Oh, uh, sorry, Christopher Columbus, guess who actually discovered the New World. Some dude named Scooter. Oh, uh, Neil Armstrong, it actually goes like this"
2,12,22,Lily," Okay, Marshall, I get it."
2,12,22,Marshall, It's a big deal because it rewrites our history.
2,12,22,Lily," No, it doesn't. Look, have you been to the Empire State Building? No. You've only been in the lobby. People don't buy tickets to get in the lobby. They buy tickets to get to the top. Scooter only got in the lobby, and the lobby doesn't count."
2,12,22,Marshall," Really. Excuse me, sir, uh, can you tell me how to get to the Empire State Building?"
2,12,22,Marshall," Thank you, sir. You're a very wise and brilliant man."
2,12,22,Man, You're right. Why would I throw that all away? I'm having the best day!
2,12,22,Robin," Katie, I'll admit, maybe I'm not in any place to lecture you on romantic relationships, but... but I just don't want you to make the same mistakes that I've made."
2,12,22,Katie," Oh, believe me, Kyle is not gay."
2,12,22,Robin, That's not what I meant. I just wish you weren't in such a rush to grow up. Please don't do this.
2,12,22,Ted (V.O.) ," But, kids, later that night, Katie did it, and she got pregnant... with quintuplets... and she lived out her days in a trailer park... where she died an alcoholic. So the moral here, kids, don't have s*x until you're married. Maybe even, like, a year or two into marriage."
2,12,22,His kids, Dad!
2,12,22,The girl," Come on, what really happened?"
2,12,22,Ted (V.O.)," All right, here's what really happened."
2,12,23,Robin, Hey.
2,12,23,Ted, Hey.
2,12,23,Robin, She didn't do it.
2,12,23,Ted," Hey, that's great! You got through to her."
2,12,23,Robin," No, I didn't. You did. She told me that you talked to her."
2,12,24,Ted," Hey, Katie."
2,12,24,Katie, Hey. Got another Empire State Building fun fact for me?
2,12,24,Ted," No. I wouldn't bore you with the seven million man-hours it took to build this 102-story testament to human will. So, you okay?"
2,12,24,Katie," I don't know what everyone is freaking out about. Kyle, he's a really nice guy. He could've cheated on me with my lab partner Gretchen Gwynn, but he didn't. 'Cause he said he knew I'd find out."
2,12,24,Ted," That's very gallant. Well, I don't know what your sister's freaking out about, either. - I was your age my first time."
2,12,24,Katie," Oh, really?"
2,12,24,Ted," Yeah, yeah. It was, uh, it was with this girl, Molly."
2,12,25,Molly," I love you, Ted."
2,12,25,Ted," Oh, I love you, too, Molly. (Voix off ) But I didn't."
2,12,25,Molly, That was amazing.
2,12,25,Ted," Look, I got to go."
2,12,25,Molly, Where are you going?
2,12,25,Ted, My cousin got some firecrackers from Mexico. We're going out to the woods to light 'em-- it's gonna be awesome.
2,12,25,Molly," Well, will you call me?"
2,12,25,Ted," Yeah. Yeah, I'll totally call you. (Voix off) But I didn't. Molly?"
2,12,25,Molly, Yeah?
2,12,25,Ted, Can I borrow 20 bucks? I'll totally pay you back.(Voix off) But I didn't.
2,12,26,Ted," And I never saw her again. I told her I loved her, but... I just wanted to have s*x. I-I would've said anything to make that happen, and... that's exactly what I did. Look, I'm not telling you what to do. I'm just telling you what all 17-year-old boys are like. Even the nice ones."
2,12,27,Katie, So I told Kyle I wanted to wait... and he dumped me.
2,12,27,Robin," Oh, oh, sweetie, I'm so sorry. Aw, honey. I promise everything is gonna be okay. You want to watch The Little Mermaid and drink some YooHoo?"
2,12,27,Katie, Only if you put a buttload of Kahlua in it.
2,12,27,Robin, Don't tell Mom.
2,12,28,Robin, Thanks for doing that.
2,12,28,Ted, You're welcome. I knew it meant a lot to you.
2,12,28,Robin," But, man, your story, I mean, it doesn't even sound like you."
2,12,28,Ted," Yeah, well..."
2,12,29,Ted," I love you, Molly."
2,12,29,Molly," Oh, I love you, too, Ted."
2,12,29,Ted, Wow. That was amazing.
2,12,29,Molly,"  Look, I got to go."
2,12,29,Ted, Wh-Where are you going?
2,12,29,Molly," Uh, my cousin got some firecrackers from Mexico. We're going into the woods to light them. It's gonna be awesome."
2,12,29,Ted, Will you call me?
2,12,29,Molly," Yeah. I'll totally call you. Oh, Ted?"
2,12,29,Ted, Yeah?
2,12,29,Molly, Can I borrow 20 bucks? I'll totally pay you back.
2,12,30,Ted, But she didn't.
2,12,30,Robin," Oh, come here. I love you. I said it. Feels right. I love you."
2,12,30,Ted," I'm gay. I'm kidding. I love you, too. Hey... you lost your I-love-you-ginity."
2,12,30,Robin, Yeah. I guess I was just waiting for the right guy.
2,12,30,Ted (voix off), Katie ended up having a great first time in New York. And the last thing we did before she left was go to the Empire State Building.
2,12,30,Ted, I am so glad we're finally doing this.
2,12,30,Barney, What are you talking about? We were here yesterday.
2,12,30,Marshall," Yeah, but that didn't really count. Oh, crap."
2,12,30,Lily," Exactly! So yesterday doesn't count as having gone to the Empire State Building. So I lost it to you, Marshall. And I rode that elevator to the top, and I saw that view, and I basked in the awesomeness. And that's our story."
2,12,30,Marshall," Yeah. Yeah, that's our story. We've only had s*x with each other."
2,12,30,Lily, We've only had s*x with each other.
2,12,30,Barney, They've only had s*x with each other.
2,12,30,Ted," Ooh, okay, in, in we go, in we go. Okay, Empire State Building fun fact number 81"
2,12,31,Ted," So, now you guys can finally say you've been to the Empire State Building. How have you lived here so long and never been to the top?"
2,12,31,Marshall," Well, we're usually busy... drinking."
2,12,31,Lily," Speaking of first times, we never got to hear your virginity story."
2,12,31,Marshall," That's right, I almost forgot."
2,12,31,Barney," Okay. I was 16, and it was in a baseball dugout..."
2,12,31,Marshall, Fast Times at Ridgemont High.
2,12,31,Barney," I mean, I was in a subway with a high-priced call girl..."
2,12,31,Ted, Risky Business.
2,12,31,Barney, I was accidentally hacking into NORAD'S computer...
2,12,31,Ted," That's w*r Games, and there's not even a s*x scene in it."
2,12,31,Barney," All right! I was 23, and it was with my mom's 45-year-old divorced friend, Rhonda. She called me ""Barry"" the whole time, and for two weeks, my comforter smelled like menthol cigarettes. You happy?"
2,12,31,Marshall, Hey... Why don't you tell us again about your first time at the camp in the Catskills.
2,12,31,Barney, Baby and her family spent every summer at Kellerman's. Her dad did not approve of our love.
2,12,31,Ted, Did anyone put Baby in a corner?
2,12,31,Barney," Oh, God, no. What can I say, I... had... the time of my life. True story."
2,10,1,Ted (V.O.)," Kids, there's nothing more wonderful than New York City in the winter... except the view of New York City in the winter through your apartment window.In the winter of 2006, Marshall, Lily, Robin and I were all deep in couple hibernation mode. Sadly, this left Uncle Barney out in the cold."
2,10,2,Barney," Okay. All-night rave, abandoned tire factory in Newark. We're on the list. Who's in?"
2,10,2,Ted, - Nope.
2,10,2,Robin, - No.
2,10,3,Barney," Private jet. Teeterboro Airport, skinny-skydiving. Who's in?"
2,10,3,Ted, - Nope.
2,10,3,"Marshall, lily, Robin"," - No, thanks."
2,10,4,Barney," One beer. Bar, downstairs, 15 second walk. Who's in?"
2,10,4,Marshall, Shh... Lily went sleepy-bye.
2,10,4,Ted (voix off)," It got so bad, Barney tried to be his own wingman."
2,10,5,Barney,  Hi. Have you met me?
2,10,5,Ted (voix off)," Finally, he decided to bring in reinforcements."
2,10,6,Tous, - No.
2,10,6,Barney," Yes. And do you know why? Hang on to your bedsores, grandparents from Willy Wonka, because guess who's on his way up to this apartment right now? My... wait for it... brother, James. React."
2,10,6,Tous, - Hey!
2,10,6,Robin, - You have a brother?
2,10,6,Barney," - Yeah. He's the awesome-est, most best looking-est, greatest guy ever."
2,10,6,Lily, He's exactly like Barney.
2,10,6,Barney, That's what I just said.
2,10,6,Ted," Well, Barney and his brother aren't exactly alike. James is gay."
2,10,6,Robin," Really? I never in a million years would I picture you with a gay brother, that's awesome."
2,10,6,Ted," Yeah. I just wanted you to have a heads up, so you don't act all surprised when he gets here."
2,10,7,James," What up, New York."
2,10,7,Robin, Thanks for the heads up.
2,10,8,Robin," How in God's name did it never come up that Barney has a gay, black brother?"
2,10,8,Ted," Is he black? I guess I'm the kind of person that focuses on who people are on the inside rather than the color of their skin. I'm kidding, I just wanted to see your face."
2,10,8,Marshall," Yeah, so now the wedding's back on."
2,10,8,Lily," Anyway, James, how have you been?"
2,10,8,James," Awesome, as per ""yoozh."" I just went skinny-skydiving. Legendary. And my laser tag team, just made it to regional finals.""Legendarier."" And by now you've noticed the suit. go 'head, touch it. Handcrafted by Pietro Dellacamera, Milan's famous 101-year-old tailor who upon completing the very last stitch in this suit dropped dead, which is ironic because that is how gorgeous I look in it. C'mon. Gimme five."
2,10,8,Barney," Is ""gimme five"" back?"
2,10,8,James," Oh, yeah. I put it in my blog this morning."
2,10,8,Barney," Guys, ""gimme five"" is back!"
2,10,8,Ted," Oh, James, this is my girlfriend, Robin."
2,10,8,Robin, - Hey. It's so nice to meet you.
2,10,8,James," - You, too."
2,10,8,Robin," So, I have to ask, there's a story here."
2,10,8,Barney and James, Please.
2,10,9,Ted (voix off)," The truth is, Barney and James got a lot of... different explanations from their mom over the years."
2,10,9,Mere," Well, boys, you look different because when I was pregnant with you, I only ate vanilla ice cream. And when I was pregnant with you, can you guess what kind of ice cream I ate?"
2,10,9,James, - Coffee?
2,10,9,Mere," - No, James, I ate chocolate ice cream. But I did drink tons of coffee when I was pregnant with both of you. Can't smoke without my coffee."
2,10,10,Mere," I don't know, boys, I guess it's just one of those things."
2,10,11,Mere, Stop asking me! You know what you two are? You're little racists!
2,10,12,Ted, So what are you guys gonna do tonight?
2,10,12,Barney," I'll tell you what James is gonna do. He's gonna do the job you've been neglecting. And, as always, he'll do it a lot better than you ever did. Ted... James is my wingman now."
2,10,12,Ted, Okay.
2,10,12,Marshall," Last time James was in town, Barney got slapped once, lucky twice, and... whose penthouse hot tub did you end up in?"
2,10,12,James," Ah, public figure, confidentiality agreement. But I will say this"
2,10,12,Lily, And then there was the time they scored the brother/sister combo.
2,10,12,Barney, It was everything we ever dreamed of when watching Donnie and Marie. She was a little bit country.
2,10,12,James,  He was a little bit way into black guys.
2,10,12,Tes (voix off)," Yeah, Barney and James together was a lethal combination. Since there was never any crossover in targets, James was always there for Barney with the assist."
2,10,13,James, Whoa. Your scarf... it is fierce!
2,10,13,Women, Thanks. H & M.
2,10,13,James," What? I would never know, 'cause it is so hot that my eyes are melting. Oh, I can't see. Hey! You know, speaking of things that would look good wrapped around you, have you met my straight brother, Barney? Oh, he is fab--don't you go nowhere-- ""ulous."" Okay?"
2,10,13,Ted (voix off), And Barney always returned the favor.
2,10,13,Barney," Help, I don't think he's breathing. Does anyone know mouth-to-mouth?"
2,10,13,Man," Oh, my God, I do!"
2,10,13,Barney,"  Okay, great. How 'bout you instead?"
2,10,14,Barney," Oh, man, I am so excited that you're here! It has been forever since I have been around anyone even remotely fun. Uh, yes offense."
2,10,14,James," You guys are still going out with us tonight, right?"
2,10,14,Ted, - No.
2,10,14,Lily, - Jammies.
2,10,14,Marshall, Tonight? It's after 9
2,10,14,James," Oh, no, no, no, no, no. Guys... you are young, attractive people here in the greatest city on earth. There are boys and girls in Nobody Cares, Wyoming, wishing they could be here. But instead, they are in someone's basement drinking bad malt liquor, debating whether or not they're going to spend their Saturday night in the parking lot of the feed store or in some other dude's basement. You owe it to them to rise up and shimmy your lazy asses into something hot, and you go out there and you live their dream!- Can I get a ""hell, yeah""?"
2,10,14,Tous," - Hell, yeah!"
2,10,14,James," Can I get a ""hell, yeah""?"
2,10,14,Tous," - Hell, yeah!"
2,10,14,James," Can I get a ""woo-woo""?"
2,10,14,Tous, - Woo-woo!
2,10,14,James, Go do it for Wyoming!
2,10,14,Tous, Yes!
2,10,14,James, Testify!
2,10,14,Ted (voix off)," So that night, Barney got his wish. We all went out."
2,10,15,Barney," Daddy's home! Yeah. All right, bro. What do you like? Guy in super tight black T? Super tight black guy? Guy who looks like Mr. T?"
2,10,15,James," Mmm, yes, yes, and... talk to me after two martinis. Let's focus on you, my man."
2,10,15,Barney, I'm feeling lazy. How 'bout girl with the chocolatini?
2,10,15,James," Oh... boom, back tattoo. Hero and the pig?"
2,10,15,Barney, - Let's ride.
2,10,15,James," - Fo' 'sho. Damn baby, nice tramp stamp!"
2,10,15,Women," - Get off me, you pig!"
2,10,15,Barney," - Hey! Hey! Her body art is not an invitation to grope her, it's an expression of her inner self. I'm sure, in many ways, she is the dolphin encircled by flowers."
2,10,15,James, - What? What?
2,10,15,Barney, - What? What?
2,10,15,James, Cool.
2,10,15,Barney, Let me know if he bothers you again.
2,10,15,Women, Thanks. You should stay close... just in case.
2,10,15,Barney, Sure. If it'll make you feel safer. I'm Barney.
2,10,15,Ted (voix off)," Now, kids, when you're out at a noisy, crowded bar, you can always tell the difference between the singles and the couples. You just have to look for the signs."
2,10,15,James, - Break.
2,10,15,Barney, - Boiling hot.
2,10,15,Ted (voix off), Singles stay on their feet for maneuverability.
2,10,15,James," - Hey! - Hi, how are ya?"
2,10,15,James and Barney, Have you met my brother?
2,10,15,Barney," Oh, hello. Have a drink."
2,10,15,James, Nice to meet ya.
2,10,15,Ted (voix off)," Couples, exhausted by the sheer act of leaving the house, are obsessed with finding a place to sit down. There are a lot of other indicators, too. From choice of social lubricant...to basic body language. But the point is, there are many ways to tell whether someone has Single Stamina or Couples Coma."
2,10,15,James," I wish I would've worn sneakers. I just got finished running from some fat, hairy guy who was periscoping out of his pleather pants. Permission to come aboard denied."
2,10,15,Lily, I miss my jammies. I can't believe I wore a bra for this.
2,10,15,Robin, Bras suck. They're so confining and unnatural.
2,10,15,Lily," Yeah, they're like a boobie zoo."
2,10,15,Man," Well, why don't you take it off then and let those puppies breathe?"
2,10,15,Lily," Oh, please go sweat on someone else."
2,10,15,Marshall, Poor guy.
2,10,15,Lily, Poor guy? Poor my boobs.
2,10,15,Marshall," Well, it takes a lot of guts to approach a girl and you just crushed him."
2,10,15,Lily," Oh, yeah, yeah. He looks all broken up inside."
2,10,15,Robin," Whatever, you guys have no idea what it's like to be on the receiving end."
2,10,15,Ted," ""Oh, poor me. I'm a pretty girl and everybody everywhere wants to buy me drinks and have s*x with me."" Waa."
2,10,15,Marshall," ""Oh, poor me. I get to order yummy, pink drinks with chunks of real fruit that guys secretly like, but can't order because they'll be made fun of."""
2,10,15,Ted, - Dude.
2,10,15,Marshall, - They're delicious!
2,10,15,Man, Excuse me. Join me in a shot?
2,10,15,James," Oh, no thanks. I've had enough. He's too in shape, we'd spend all night talking about his body fat content. Now, if you'll excuse me, I'm gonna go have a yummy, pink drink with fruit in it... because I can."
2,10,15,Lily," You know, that was, like, the third hot guy that James blew off tonight."
2,10,15,Marshall," Yeah, he's turning down shots, he's yawning, he's whining about his feet. He's as bad as we are."
2,10,15,Ted," He is. Wait, he's exactly as bad as we are. You guys don't think that James is... in a relationship?"
2,10,15,Robin, No. There's no way. He's Barney's brother.
2,10,15,Marshall, Look at that. He's texting!
2,10,15,Ted," Oh, my God! He is in a couple."
2,10,15,Lily, This is gonna k*ll Barney.
2,10,15,Barney, What's gonna k*ll me? What's going on?
2,10,15,Marshall, B-Barney? Have you noticed anything...different about James?
2,10,15,Barney," No. I mean, he's glowing from his peel, if that's what you mean."
2,10,15,Ted," We have reason to believe that James is, uh, maybe hiding something from you. I-I know you're not gonna like hearing this, but... Barney... your brother is...monogamous."
2,10,15,Barney," That's ridiculous! Just because he's a little sleepy, and he hasn't had s*x with anyone in a bathroom stall... He hasn't had s*x with anyone in a bathroom stall."
2,10,15,Robin," And, Barney... I hate to be the one to tell you this, but... he's texting."
2,10,15,Barney," No, he... No! That... is impossible. Excuse... Excuse... Ex..."
2,10,15,James," Hey, bro."
2,10,15,Barney, Don't change the subject. Let me see your phone.
2,10,15,James, Why?
2,10,15,Barney, I just want to see your phone. Let me see your phone.
2,10,15,James," No, it's just a phone. It's just a phone! And it's got Internet access, and it's got a camera on it, and you can surf the Web and do the whole thing. It's so amazing how far technology has come. What kind of phone do you have?"
2,10,15,Barney, I got... Who is this? And the answer better be
2,10,15,James, That is Tom. And he's my fiancé.
2,10,16,James, Hey.
2,10,16,Barney, I don't support this.
2,10,16,James, Gay marriage?
2,10,16,Barney," Not gay marriage-- marriage! How can you do this?We were raised in the same house, with the same values!"
2,10,16,James," Believe me, I fought this for a long time. Come on, it's embarrassing. Look, this felt unnatural to me, too, at first. But I fell in love. And Tom and I realized you can't fight love."
2,10,16,Barney," Oh, God. Is that what you two do together? You sit around the house and talk about love? I think... I'm gonna be sick."
2,10,16,James," Okay, okay, look,I need you to wrap your head around this, okay? Because it is happening. And I want you to be my best man."
2,10,16,Barney, What? No way.
2,10,16,James," Well, I'm sorry you feel that way. I hope you change your mind."
2,10,17,Woman," Two beers, one shot."
2,10,17,Barney," Oh, it's a freaking epidemic."
2,10,18,Lily," Oh, sweetie! Did you make that for me?"
2,10,18,Marshall, Yes.
2,10,18,Barney," Clam Bake. Staten Island. Who's in? Okay, I didn't have high hopes for that one. Okay, here's my thing. If gay guys start getting married, then suddenly the whole world's gonna be doing it. That's how it works. They start something, then six months later, everyone follows. Like now everyone gets manicures."
2,10,18,Ted, I don't get manicures.
2,10,18,Barney," Okay, then like how... Like getting your chest waxed."
2,10,18,Lily, You get your chest waxed?
2,10,18,Barney," You know what I mean! Gay marriage is going to cause single life, as we know it, to die out. Think of how the American family will be strengthened."
2,10,18,Marshall," Barney, I'm sorry you're upset, but you got to suck it up and be a man about this."
2,10,18,Barney," No. It's always been me and him together, being awesome, while the rest of you walked two-by-two onto your ark of sexless boredom."
2,10,18,Marshall, Just because James is getting married doesn't mean things are going to change.
2,10,18,Barney, Yeah. Like things haven't changed with you people.
2,10,18,Ted," Look, my sister married a guy I didn't like. Sandals and socks--come on, buddy. But I took her out, we celebrated. It was the right thing to do. You got to support him."
2,10,18,Barney," You're right, Ted. This is a cause for celebration. We need to take him out and celebrate the commitment he and Tom are about to make."
2,10,19,James, Yeah. This is where we're celebrating the commitment that Tom and I are about to make?
2,10,19,Barney," What? Yeah! See, that cage represents your commitment."
2,10,19,Marshall," Oh, my God. Freedom has never tasted so delicious."
2,10,19,Man, Hey. You work out?
2,10,19,Marshall, I do. And thank you for noticing. You're obviously in very good shape yourself.
2,10,19,Man," Well, I try. So you want to dance?"
2,10,19,Marshall," You know what? I'm very flattered, and, objectively, you're a very attractive man, but this is actually my fiancée."
2,10,19,Man," I'm sorry. You know, I saw your drink and I..."
2,10,19,Marshall," No, no, this isn't my drink. This is hers."
2,10,19,Lily," No, it isn't."
2,10,19,Man, Whatever. How 'bout you?
2,10,19,Ted," Oh, I'm straight, too. But I thank you for your time, and I appreciate your interest in my body."
2,10,19,Marshall," You see that? Being hit on doesn't have to be terrible. I feel flattered, and everyone left with their dignity."
2,10,19,Man," Hey, I really like your sweater."
2,10,19,Robin," Wow. You actually do, don't you? You're not checking out my boobs or anything."
2,10,19,Man," My name's Gay Ken, what do you think?"
2,10,19,Robin, I love this place! Let's dance!
2,10,19,Lily,  - And not be groped!
2,10,19,Robin, - Whoo! Thank you.
2,10,19,Ted, - Thank you!
2,10,19,Marshall, - We're hot.
2,10,19,Ted, - Totally.
2,10,19,James,"  And then Tom says to the dealer that the handmade Georgian clock has a chip on the corner. Blam, we get that puppy half price. What up?! Bam!"
2,10,19,Barney, Sounds like you really rocked that arts and crafts fair.
2,10,19,James," Oh, yeah, oh, yeah. Hey, oh, my God. This is so liberating, being able to talk about this to you. I cannot wait for you to meet Tom."
2,10,19,Barney," And I cannot wait for you to meet my good friend... this guy. Excuse me, do you know anyone who would like to buy my incredibly muscular, fun, large-handed brother a drink?"
